sales_id,date,customer_id,customer_name,product_id,product_name,qty,unit_price,discount,total,channel_id,channel_name,payment_method,promo_id,promo_name,note
SALES-1074,16/07/2025,CUST-3,Asep Suteja,PROD-2,Kopi Hitam,1,15000,2250,12750,CHAN-1,Dine In,Transfer,PROM-1,Promo Merdeka,
SALES-1075,16/07/2025,CUST-7,Tika Ramadhani,PROD-2,Kopi Hitam,3,15000,0,45000,CHAN-4,Tokopedia,Transfer,,,
SALES-1076,17/07/2025,CUST-1,Budi Santoso,PROD-1,Kopi Susu Gula Aren,2,20000,0,40000,CHAN-1,Dine In,Tunai,PROM-6,Diskon Gede,
SALES-1077,17/07/2025,CUST-1,Budi Santoso,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-4,Tokopedia,Transfer,,,
SALES-1078,17/07/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-4,Tokopedia,Transfer,,,
SALES-1079,17/07/2025,CUST-6,Joko Subroto,PROD-3,Croissant Cokelat,1,25000,0,25000,CHAN-1,Dine In,Tunai,,,
SALES-1080,18/07/2025,CUST-4,Dewi Lestari,PROD-5,Latte Caramel,4,22000,0,88000,CHAN-3,GrabFood,OVO,,,
SALES-1081,18/07/2025,CUST-2,Siti Rahayu,PROD-4,Nasi Ayam Geprek,3,30000,0,90000,CHAN-3,GrabFood,OVO,,,
SALES-1082,18/07/2025,CUST-1,Budi Santoso,PROD-4,Nasi Ayam Geprek,4,30000,0,120000,CHAN-3,GrabFood,OVO,,,
SALES-1083,19/07/2025,CUST-7,Tika Ramadhani,PROD-2,Kopi Hitam,2,15000,3000,27000,CHAN-3,GrabFood,OVO,PROM-2,Diskon Pelajar,
SALES-1084,19/07/2025,CUST-3,Asep Suteja,PROD-3,Croissant Cokelat,1,25000,0,25000,CHAN-1,Dine In,Transfer,,,
SALES-1085,19/07/2025,CUST-3,Asep Suteja,PROD-6,Donat Kentang,3,12000,0,36000,CHAN-3,GrabFood,OVO,,,
SALES-1086,19/07/2025,CUST-7,Tika Ramadhani,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-1,Dine In,Transfer,,,
SALES-1087,19/07/2025,CUST-5,Rina Amelia,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-4,Tokopedia,Transfer,,,
SALES-1088,20/07/2025,CUST-3,Asep Suteja,PROD-5,Latte Caramel,3,22000,0,66000,CHAN-3,GrabFood,OVO,,,
SALES-1089,20/07/2025,CUST-3,Asep Suteja,PROD-6,Donat Kentang,3,12000,0,36000,CHAN-1,Dine In,Tunai,,,
SALES-1090,20/07/2025,CUST-6,Joko Subroto,PROD-6,Donat Kentang,1,12000,0,12000,CHAN-2,GoFood,GoPay,PROM-4,Beli 2 Gratis 1 Donat,
SALES-1091,20/07/2025,CUST-3,Asep Suteja,PROD-5,Latte Caramel,4,22000,8800,79200,CHAN-1,Dine In,Transfer,PROM-2,Diskon Pelajar,
SALES-1092,21/07/2025,CUST-4,Dewi Lestari,PROD-2,Kopi Hitam,3,15000,0,45000,CHAN-2,GoFood,GoPay,,,
SALES-1093,21/07/2025,CUST-3,Asep Suteja,PROD-6,Donat Kentang,3,12000,0,36000,CHAN-2,GoFood,GoPay,,,
SALES-1094,21/07/2025,CUST-2,Siti Rahayu,PROD-5,Latte Caramel,4,22000,0,88000,CHAN-3,GrabFood,OVO,,,
SALES-1095,21/07/2025,CUST-2,Siti Rahayu,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-3,GrabFood,OVO,,,
SALES-1096,22/07/2025,CUST-6,Joko Subroto,PROD-2,Kopi Hitam,2,15000,0,30000,CHAN-2,GoFood,GoPay,,,
SALES-1097,22/07/2025,CUST-3,Asep Suteja,PROD-4,Nasi Ayam Geprek,3,30000,0,90000,CHAN-4,Tokopedia,Transfer,,,
SALES-1098,22/07/2025,CUST-6,Joko Subroto,PROD-5,Latte Caramel,4,22000,0,88000,CHAN-3,GrabFood,OVO,,,
SALES-1099,22/07/2025,CUST-1,Budi Santoso,PROD-6,Donat Kentang,4,12000,0,48000,CHAN-3,GrabFood,OVO,,,
SALES-1100,23/07/2025,CUST-7,Tika Ramadhani,PROD-3,Croissant Cokelat,2,25000,0,50000,CHAN-1,Dine In,Tunai,,,
SALES-1101,23/07/2025,CUST-1,Budi Santoso,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-4,Tokopedia,Transfer,,,
SALES-1102,23/07/2025,CUST-3,Asep Suteja,PROD-3,Croissant Cokelat,3,25000,0,75000,CHAN-4,Tokopedia,Transfer,,,
SALES-1103,23/07/2025,CUST-1,Budi Santoso,PROD-4,Nasi Ayam Geprek,4,30000,18000,102000,CHAN-3,GrabFood,OVO,PROM-1,Promo Merdeka,
SALES-1104,23/07/2025,CUST-7,Tika Ramadhani,PROD-3,Croissant Cokelat,1,25000,0,25000,CHAN-1,Dine In,Tunai,,,
SALES-1105,24/07/2025,CUST-4,Dewi Lestari,PROD-2,Kopi Hitam,4,15000,0,60000,CHAN-1,Dine In,Transfer,,,
SALES-1106,24/07/2025,CUST-4,Dewi Lestari,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-3,GrabFood,OVO,,,
SALES-1107,24/07/2025,CUST-6,Joko Subroto,PROD-2,Kopi Hitam,1,15000,0,15000,CHAN-1,Dine In,Transfer,,,
SALES-1108,24/07/2025,CUST-6,Joko Subroto,PROD-3,Croissant Cokelat,4,25000,0,100000,CHAN-2,GoFood,GoPay,,,
SALES-1109,24/07/2025,CUST-6,Joko Subroto,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-1,Dine In,Tunai,,,
SALES-1110,25/07/2025,CUST-5,Rina Amelia,PROD-3,Croissant Cokelat,3,25000,0,75000,CHAN-1,Dine In,Tunai,,,
SALES-1111,25/07/2025,CUST-4,Dewi Lestari,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-4,Tokopedia,Transfer,,,
SALES-1112,25/07/2025,CUST-7,Tika Ramadhani,PROD-1,Kopi Susu Gula Aren,3,20000,6000,54000,CHAN-4,Tokopedia,Transfer,PROM-2,Diskon Pelajar,
SALES-1113,25/07/2025,CUST-4,Dewi Lestari,PROD-3,Croissant Cokelat,1,25000,0,25000,CHAN-4,Tokopedia,Transfer,,,
SALES-1114,25/07/2025,CUST-6,Joko Subroto,PROD-2,Kopi Hitam,4,15000,0,60000,CHAN-4,Tokopedia,Transfer,,,
SALES-1115,26/07/2025,CUST-3,Asep Suteja,PROD-3,Croissant Cokelat,2,25000,0,50000,CHAN-4,Tokopedia,Transfer,,,
SALES-1116,26/07/2025,CUST-5,Rina Amelia,PROD-3,Croissant Cokelat,1,25000,0,25000,CHAN-1,Dine In,Tunai,,,
SALES-1117,26/07/2025,CUST-6,Joko Subroto,PROD-5,Latte Caramel,4,22000,0,88000,CHAN-4,Tokopedia,Transfer,,,
SALES-1118,27/07/2025,CUST-6,Joko Subroto,PROD-1,Kopi Susu Gula Aren,3,20000,0,60000,CHAN-4,Tokopedia,Transfer,,,
SALES-1119,27/07/2025,CUST-1,Budi Santoso,PROD-4,Nasi Ayam Geprek,3,30000,0,90000,CHAN-2,GoFood,GoPay,,,
SALES-1120,27/07/2025,CUST-2,Siti Rahayu,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-3,GrabFood,OVO,,,
SALES-1121,27/07/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,3,12000,0,36000,CHAN-2,GoFood,GoPay,,,
SALES-1122,27/07/2025,CUST-7,Tika Ramadhani,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-3,GrabFood,OVO,,,
SALES-1123,27/07/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,3,12000,5400,30600,CHAN-4,Tokopedia,Transfer,PROM-1,Promo Merdeka,
SALES-1124,28/07/2025,CUST-1,Budi Santoso,PROD-2,Kopi Hitam,4,15000,0,60000,CHAN-4,Tokopedia,Transfer,,,
SALES-1125,28/07/2025,CUST-7,Tika Ramadhani,PROD-3,Croissant Cokelat,4,25000,0,100000,CHAN-3,GrabFood,OVO,,,
SALES-1126,28/07/2025,CUST-2,Siti Rahayu,PROD-6,Donat Kentang,1,12000,0,12000,CHAN-2,GoFood,GoPay,,,
SALES-1127,28/07/2025,CUST-3,Asep Suteja,PROD-6,Donat Kentang,3,12000,0,36000,CHAN-1,Dine In,Transfer,,,
SALES-1128,28/07/2025,CUST-5,Rina Amelia,PROD-6,Donat Kentang,2,12000,0,24000,CHAN-2,GoFood,GoPay,PROM-3,Gratis Kopi,
SALES-1129,29/07/2025,CUST-7,Tika Ramadhani,PROD-2,Kopi Hitam,4,15000,0,60000,CHAN-1,Dine In,Tunai,,,
SALES-1130,29/07/2025,CUST-7,Tika Ramadhani,PROD-1,Kopi Susu Gula Aren,2,20000,0,40000,CHAN-1,Dine In,Transfer,,,
SALES-1131,29/07/2025,CUST-7,Tika Ramadhani,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-4,Tokopedia,Transfer,,,
SALES-1132,29/07/2025,CUST-6,Joko Subroto,PROD-6,Donat Kentang,1,12000,0,12000,CHAN-3,GrabFood,OVO,,,
SALES-1133,29/07/2025,CUST-7,Tika Ramadhani,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-1,Dine In,Transfer,,,
SALES-1134,30/07/2025,CUST-2,Siti Rahayu,PROD-3,Croissant Cokelat,2,25000,0,50000,CHAN-4,Tokopedia,Transfer,,,
SALES-1135,30/07/2025,CUST-3,Asep Suteja,PROD-6,Donat Kentang,1,12000,0,12000,CHAN-4,Tokopedia,Transfer,,,
SALES-1136,30/07/2025,CUST-5,Rina Amelia,PROD-3,Croissant Cokelat,1,25000,0,25000,CHAN-2,GoFood,GoPay,,,
SALES-1137,30/07/2025,CUST-6,Joko Subroto,PROD-4,Nasi Ayam Geprek,4,30000,0,120000,CHAN-3,GrabFood,OVO,,,
SALES-1138,30/07/2025,CUST-3,Asep Suteja,PROD-1,Kopi Susu Gula Aren,2,20000,0,40000,CHAN-1,Dine In,Tunai,,,
SALES-1139,31/07/2025,CUST-7,Tika Ramadhani,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-2,GoFood,GoPay,,,
SALES-1140,31/07/2025,CUST-3,Asep Suteja,PROD-1,Kopi Susu Gula Aren,1,20000,0,20000,CHAN-2,GoFood,GoPay,,,
SALES-1141,31/07/2025,CUST-7,Tika Ramadhani,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-2,GoFood,GoPay,,,
SALES-1142,31/07/2025,CUST-3,Asep Suteja,PROD-4,Nasi Ayam Geprek,4,30000,0,120000,CHAN-4,Tokopedia,Transfer,,,
SALES-1143,31/07/2025,CUST-4,Dewi Lestari,PROD-3,Croissant Cokelat,2,25000,0,50000,CHAN-1,Dine In,Transfer,,,
SALES-1000,01/08/2025,CUST-2,Siti Rahayu,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-4,Tokopedia,Transfer,,,
SALES-1001,01/08/2025,CUST-1,Budi Santoso,PROD-5,Latte Caramel,2,22000,6600,37400,CHAN-3,GrabFood,OVO,PROM-1,Promo Merdeka,
SALES-1002,01/08/2025,CUST-4,Dewi Lestari,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-1,Dine In,Tunai,,,
SALES-1003,01/08/2025,CUST-6,Joko Subroto,PROD-6,Donat Kentang,1,12000,0,12000,CHAN-2,GoFood,GoPay,,,
SALES-1004,01/08/2025,CUST-6,Joko Subroto,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-1,Dine In,Transfer,,,
SALES-1005,02/08/2025,CUST-6,Joko Subroto,PROD-5,Latte Caramel,4,22000,0,88000,CHAN-3,GrabFood,OVO,,,
SALES-1006,02/08/2025,CUST-6,Joko Subroto,PROD-3,Croissant Cokelat,4,25000,0,100000,CHAN-3,GrabFood,OVO,,,
SALES-1007,02/08/2025,CUST-7,Tika Ramadhani,PROD-2,Kopi Hitam,4,15000,0,60000,CHAN-2,GoFood,GoPay,,,
SALES-1008,02/08/2025,CUST-3,Asep Suteja,PROD-2,Kopi Hitam,2,15000,0,30000,CHAN-2,GoFood,GoPay,PROM-6,Diskon Gede,
SALES-1009,03/08/2025,CUST-6,Joko Subroto,PROD-5,Latte Caramel,1,22000,3300,18700,CHAN-4,Tokopedia,Transfer,PROM-1,Promo Merdeka,
SALES-1010,03/08/2025,CUST-5,Rina Amelia,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-1,Dine In,Transfer,,,
SALES-1011,03/08/2025,CUST-5,Rina Amelia,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-3,GrabFood,OVO,,,
SALES-1012,03/08/2025,CUST-5,Rina Amelia,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-3,GrabFood,OVO,,,
SALES-1013,04/08/2025,CUST-3,Asep Suteja,PROD-6,Donat Kentang,2,12000,0,24000,CHAN-3,GrabFood,OVO,,,
SALES-1014,04/08/2025,CUST-5,Rina Amelia,PROD-1,Kopi Susu Gula Aren,1,20000,0,20000,CHAN-3,GrabFood,OVO,,,
SALES-1015,04/08/2025,CUST-5,Rina Amelia,PROD-5,Latte Caramel,2,22000,0,44000,CHAN-1,Dine In,Transfer,,,
SALES-1016,04/08/2025,CUST-3,Asep Suteja,PROD-1,Kopi Susu Gula Aren,1,20000,3000,17000,CHAN-3,GrabFood,OVO,PROM-1,Promo Merdeka,
SALES-1017,04/08/2025,CUST-2,Siti Rahayu,PROD-1,Kopi Susu Gula Aren,1,20000,0,20000,CHAN-2,GoFood,GoPay,,,
SALES-1018,04/08/2025,CUST-1,Budi Santoso,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-2,GoFood,GoPay,,,
SALES-1019,05/08/2025,CUST-2,Siti Rahayu,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-4,Tokopedia,Transfer,PROM-4,Beli 2 Gratis 1 Donat,
SALES-1020,05/08/2025,CUST-3,Asep Suteja,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-2,GoFood,GoPay,,,
SALES-1021,05/08/2025,CUST-5,Rina Amelia,PROD-1,Kopi Susu Gula Aren,1,20000,0,20000,CHAN-1,Dine In,Transfer,,,
SALES-1022,05/08/2025,CUST-6,Joko Subroto,PROD-5,Latte Caramel,1,22000,0,22000,CHAN-1,Dine In,Tunai,,,
SALES-1023,05/08/2025,CUST-6,Joko Subroto,PROD-4,Nasi Ayam Geprek,1,30000,0,30000,CHAN-1,Dine In,Transfer,,,
SALES-1024,05/08/2025,CUST-4,Dewi Lestari,PROD-6,Donat Kentang,2,12000,0,24000,CHAN-2,GoFood,GoPay,,,
SALES-1025,06/08/2025,CUST-7,Tika Ramadhani,PROD-6,Donat Kentang,1,12000,0,12000,CHAN-1,Dine In,Transfer,,,
SALES-1026,06/08/2025,CUST-2,Siti Rahayu,PROD-1,Kopi Susu Gula Aren,3,20000,0,60000,CHAN-1,Dine In,Transfer,PROM-4,Beli 2 Gratis 1 Donat,
SALES-1027,06/08/2025,CUST-7,Tika Ramadhani,PROD-3,Croissant Cokelat,2,25000,0,50000,CHAN-4,Tokopedia,Transfer,,,
SALES-1028,06/08/2025,CUST-1,Budi Santoso,PROD-3,Croissant Cokelat,2,25000,0,50000,CHAN-1,Dine In,Transfer,,,
SALES-1029,06/08/2025,CUST-2,Siti Rahayu,PROD-4,Nasi Ayam Geprek,2,30000,0,60000,CHAN-1,Dine In,Tunai,,,
SALES-1030,07/08/2025,CUST-6,Joko Subroto,PROD-1,Kopi Susu Gula Aren,4,20000,0,80000,CHAN-2,GoFood,GoPay,,,
SALES-1031,07/08/2025,CUST-4,Dewi Lestari,PROD-2,Kopi Hitam,2,15000,0,30000,CHAN-1,Dine In,Tunai,,,
SALES-1032,07/08/2025,CUST-7,Tika Ramadhani,PROD-2,Kopi Hitam,3,15000,0,45000,CHAN-2,GoFood,GoPay,,,
SALES-1033,07/08/2025,CUST-6,Joko Subroto,PROD-3,Croissant Cokelat,3,25000,0,75000,CHAN-4,Tokopedia,Transfer,PROM-5,Paket Hemat Nasi Kopi,
